interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Homemaker,The United States,female,Northeast,not hispanic,White,"$150,000 to $199,999",NY,NY17,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,South,not hispanic,White,"$100,000 to $149,999",MD,,"No, we speak only English.",0,age_30-44,white,Graduate degree,maryland
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL09,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Not Sure,Part-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX24,"No, we speak only English.",0,age_18-29,white,Some post secondary,texas
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,male,West,not hispanic,White,"Less than $50,000",OR,OR02,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,oregon
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ02,"No, we speak only English.",1,age_30-44,white,Graduate degree,new jersey
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,South,not hispanic,White,"$50,000 to $99,999",FL,FL01,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,male,Midwest,not hispanic,White,"$50,000 to $99,999",MO,MO01,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,missouri
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",MS,MS04,"No, we speak only English.",1,age_18-29,black,Post secondary or higher,mississippi
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Part-time employed,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",CT,CT02,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,connecticut
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",MA,MA05,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,massachusetts
Most of the time,Not registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,male,South,not hispanic,White,"Less than $50,000",TX,TX04,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,West,hispanic,White,"$100,000 to $149,999",CA,CA22,"Yes, we speak Spanish.",1,age_30-44,white,Graduate degree,california
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Liberal,Retired,The United States,male,South,not hispanic,White,"$100,000 to $149,999",FL,FL18,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Full-time employed,Another country,male,Northeast,hispanic,White,"Less than $50,000",NY,NY18,"Yes, we speak a language other than Spanish or English.",0,age_18-29,white,Some post secondary,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Retired,The United States,male,West,not hispanic,White,"Less than $50,000",CA,CA08,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,california
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Student,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN09,"No, we speak only English.",0,age_18-29,white,Some post secondary,indiana
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,South,hispanic,Some other race,"Less than $50,000",TX,,"No, we speak only English.",0,age_45-59,"other race, nec",Some post secondary,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,Another country,male,South,not hispanic,White,"$100,000 to $149,999",FL,FL05,"No, we speak only English.",1,age_45-59,white,Graduate degree,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",NC,NC12,"No, we speak only English.",1,age_45-59,black,Some post secondary,north carolina
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,West,not hispanic,White,"$150,000 to $199,999",WA,WA01,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,washington
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Self-employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX22,"No, we speak only English.",0,age_45-59,white,Graduate degree,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Unemployed or temporarily on layoff,The United States,female,West,not hispanic,Asian (Asian Indian),"$50,000 to $99,999",CA,CA15,"No, we speak only English.",1,age_30-44,asian,Graduate degree,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,female,South,not hispanic,White,"$250,000 and above",FL,FL25,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,hispanic,White,"$50,000 to $99,999",TX,,"Yes, we speak Spanish.",1,age_30-44,white,Post secondary or higher,texas
Most of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",TN,TN09,"No, we speak only English.",1,age_30-44,black,Some post secondary,tennessee
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,White,"Less than $50,000",FL,FL13,"No, we speak only English.",1,age_18-29,white,High school or less,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,hispanic,White,"$100,000 to $149,999",PA,,"Yes, we speak Spanish.",0,age_30-44,white,Post secondary or higher,pennsylvania
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Conservative,Part-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",OK,OK03,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,oklahoma
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Conservative,Homemaker,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MO,MO07,"No, we speak only English.",0,age_30-44,white,High school or less,missouri
Hardly at all,Not registered,Don't recall,Not sure,Conservative,Permanently disabled,The United States,male,West,not hispanic,White,"Less than $50,000",AZ,AZ07,"No, we speak only English.",1,age_45-59,white,Some post secondary,arizona
Most of the time,Registered,Donald Trump,"Yes, I already voted",Very Liberal,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CA,CA15,"Yes, we speak Spanish.",0,age_30-44,white,Some post secondary,california
Hardly at all,Registered,Was not eligible to vote,"Yes, I will vote",Moderate,Part-time employed,The United States,female,West,not hispanic,"Black, or African American","Less than $50,000",CA,CA08,"No, we speak only English.",1,age_18-29,black,High school or less,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",OK,OK03,"No, we speak only English.",0,age_45-59,white,Some post secondary,oklahoma
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Northeast,hispanic,White,"$50,000 to $99,999",MA,MA01,"Yes, we speak a language other than Spanish or English.",0,age_30-44,white,Some post secondary,massachusetts
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL10,"No, we speak only English.",0,age_45-59,white,High school or less,florida
Most of the time,Don't know,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Permanently disabled,The United States,male,South,not hispanic,White,"Less than $50,000",NC,NC11,"No, we speak only English.",1,age_30-44,white,Graduate degree,north carolina
Some of the time,Registered,Donald Trump,"Yes, I will vote",Not Sure,Unemployed or temporarily on layoff,The United States,female,West,hispanic,Some other race,"Less than $50,000",NV,NV01,"Yes, we speak Spanish.",0,age_18-29,"other race, nec",Some post secondary,nevada
Most of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Part-time employed,Another country,male,South,not hispanic,White,"$50,000 to $99,999",TX,TX17,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,texas
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IA,IA02,"No, we speak only English.",1,age_60_or_more,white,High school or less,iowa
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",OH,OH11,"No, we speak only English.",0,age_18-29,white,Some post secondary,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"$50,000 to $99,999",WI,WI05,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,wisconsin
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",MN,MN04,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,minnesota
Some of the time,Registered,Donald Trump,"Yes, I will vote",Liberal,Student,The United States,female,West,hispanic,White,"$50,000 to $99,999",AZ,AZ02,"No, we speak only English.",1,age_18-29,white,Some post secondary,arizona
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",LA,LA04,"No, we speak only English.",0,age_18-29,black,Graduate degree,louisiana
Most of the time,Registered,Was not eligible to vote,"No, I will not vote but I am eligible",Liberal,Full-time employed,The United States,male,West,hispanic,Some other race,"$200,000 to $249,999",CA,CA26,"Yes, we speak Spanish.",1,age_18-29,"other race, nec",Post secondary or higher,california
Most of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Permanently disabled,The United States,female,West,not hispanic,White,"$50,000 to $99,999",AZ,AZ04,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,arizona
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,male,West,not hispanic,American Indian or Alaska Native,"Less than $50,000",AZ,AZ03,"No, we speak only English.",1,age_30-44,"other race, nec",High school or less,arizona
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,not hispanic,American Indian or Alaska Native,"Less than $50,000",MA,MA05,"No, we speak only English.",1,age_18-29,"other race, nec",Post secondary or higher,massachusetts
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Self-employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CO,CO01,"No, we speak only English.",1,age_45-59,white,Graduate degree,colorado
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Moderate,Other:,Another country,female,West,not hispanic,White,"Less than $50,000",CO,CO06,"No, we speak only English.",0,age_30-44,white,Graduate degree,colorado
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",IL,IL16,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,illinois
Some of the time,Registered,Jill Stein,"Yes, I will vote",Not Sure,Unemployed or temporarily on layoff,The United States,male,West,not hispanic,Asian (Filipino),"Less than $50,000",HI,HI01,"No, we speak only English.",1,age_18-29,asian,Post secondary or higher,hawaii
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",LA,,"No, we speak only English.",1,age_30-44,black,Some post secondary,louisiana
Hardly at all,Registered,Was not eligible to vote,"Yes, I will vote",Very Liberal,Part-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IA,IA04,"No, we speak only English.",1,age_18-29,white,Some post secondary,iowa
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Permanently disabled,The United States,female,South,not hispanic,"Black, or African American","Less than $50,000",SC,SC06,"No, we speak only English.",1,age_45-59,black,High school or less,south carolina
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,Another country,male,West,not hispanic,Asian (Filipino),"$50,000 to $99,999",CA,CA15,"No, we speak only English.",1,age_60_or_more,asian,Graduate degree,california
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Liberal,Part-time employed,The United States,female,West,not hispanic,White,"$100,000 to $149,999",CO,CO06,"No, we speak only English.",1,age_30-44,white,Some post secondary,colorado
Some of the time,Registered,Don't recall,"Yes, I will vote",Liberal,Other:,The United States,female,South,not hispanic,White,"Less than $50,000",OK,OK02,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,oklahoma
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Homemaker,The United States,female,South,not hispanic,White,"Less than $50,000",GA,GA01,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,georgia
Hardly at all,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Moderate,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",CA,CA36,"No, we speak only English.",0,age_30-44,white,Some post secondary,california
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,West,not hispanic,White,"Less than $50,000",CA,CA41,"No, we speak only English.",1,age_45-59,white,Some post secondary,california
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",AL,AL02,"No, we speak only English.",1,age_30-44,black,Graduate degree,alabama
